,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
8090,Dragonair,1,"""excellent cabin service""",5th November 2015,False,"Hong Kong to Shanghai with Dragonair and a fantastic experience. I would say it's much better than its parent company Cathay Pacific. Cabin attendants were present throughout the cabin, with warm and friendly smile. Flight delayed for a bit which I think it's normal due to the heavily congested Chinese airspace. A varieties of beverages and 2 choices of hot meal were handed out. Ice-cream afterwards! The meal in economy class is one of the best I've had!  A superb airline with excellent cabin service.",A330-300,Family Leisure,Economy Class,HKG to PVG,October 2015,4.0,5.0,5.0,4.0,5.0,,4.0,yes
8091,Dragonair,1,"""flight is always delayed""",21st October 2015,False,"Flew Dragonair from Guangzhou connecting to a Cathy Pacific flight back to London. The CAN-HKG flight was scheduled for 22.20, with my flight to LHR scheduled for 00.35. There was a single announcement at 22.00 that the flight was delayed, no other information. The aircraft arrived at 22.10, it took forever to do the turnaround - we departed the gate at 23.20. How can it take over an hour for a turnaround - the ground staff gave the impression that this was the first time they had handled a Dragonair flight. The flight itself was okay, but little apologies for the delay. Upfront was comfortable with a nice lunchbox given out before departure. The flight was 90% full of people with tight connections in HKG. We arrived at HKG at 00:15. We parked up at a remote stand and wasted so much time with a bus transfer back to the terminal. Arriving into the terminal there was ground staff everywhere holding up signs for connecting destinations. They already had new boarding passes for a flight 9 hours later to LHR. This is where is all falls apart. We had to clear HKG immigration and were told to proceed to a hotel shuttle bus in the coach park. Basically it took 90 minutes for the hotel shuttle to arrive, there was no Dragonair staff to be found in the airport for assistance. Apparently this flight is always delayed.",A320,Business,Business Class,Guangzhou to Hong Kong,October 2015,5.0,2.0,3.0,1.0,,,3.0,no
8092,Dragonair,9,"""cabin crew always present""",7th October 2015,False,"Wonderful service and I was happy with economy class experience. Comfy seat, nice cabin, and IFE is great! Food was great, and prompt service. Cabin crew always present to help. I felt a little unsafe with Chinese carriers so tried Dragonair because of many reviews. I wasn't disappointed! I felt safe and comfortable the entire trip. Had a rough landing in Wuhan but that seems like the normal thing here.",A321,Business,Economy Class,Hong Kong to Wuhan,October 2015,5.0,5.0,5.0,5.0,5.0,,5.0,yes
8093,Dragonair,9,Dragonair customer review,21st August 2015,False,"Efficient boarding, on time departure and arrival. Efficient and friendly service. No IFE for the relatively short flight. Refreshments fine.",,Family Leisure,Economy Class,Da Nang to Hong Kong,August 2015,4.0,5.0,3.0,5.0,,,5.0,yes
8094,Dragonair,9,Dragonair customer review,21st August 2015,False,"1hr connection in Hong Kong for flight to Da Nang missed due to late departure - congestion in China airspace. Dragonair shouldn't really allow ticketing of this tight a connection. Regardless, flight was as expected for Dragonair - comfortable, friendly and efficient FA's. IFE was a bonus for a short hop. Meal was fine. However, what excelled was the handling by the FA and ground crew of what proved to be a missed connection. FA informed us they had received a message from HKG ground staff we would not make connection. Very disappointing as a delay in our holiday and resulted in a night at HKG Regal airport hotel. On arriving at Hong Kong for, we were met by ground staff who, within 20 mins had us booked in two rooms at the Regal, issued vouchers for dinner and breakfast and booked on flights the next day. Sure we were not happy about the delay to our holiday, but the level of service from the Dragonair ground staff was excellent.",,Family Leisure,Economy Class,CTU to HKG,August 2015,4.0,5.0,4.0,5.0,4.0,,5.0,yes
8095,Dragonair,7,Dragonair customer review,12th August 2015,False,"Convenient online check in. Friendly ground staff and boarded the plane within 5 min from the boarding time. However, only a small portion of rice with chicken and a small glass of orange juice were served. The flight attendents were robotic and were not seen except when serving meals.",A330-300,Solo Leisure,Economy Class,Hong Kong to Kaoshung,February 2015,4.0,2.0,1.0,5.0,4.0,,4.0,yes
8096,Dragonair,9,Dragonair customer review,4th August 2015,False,"Left Hong Kong 1hr and 20 min late but received text notification. Made up 45 minutes of this en route to Beijing. Economy cabin full yet felt spacious, clean and new. Service was excellent and the meal closest to the best I've had in economy for some time, in fact this was better then parent company Cathay Pacific can offer in Premium Economy.",A330,Business,Economy Class,Hong Kong to Beijing,July 2015,4.0,5.0,5.0,5.0,,,5.0,yes
8097,Dragonair,3,Dragonair customer review,1st August 2015,False,"I booked Sydney to HK with Qantas then connecting Dragonair from HK to Beijing. My flight scheduled at 7pm for departure. When I landed at HKG, I was told the flight is late because late arrival of inbound aircraft.  At 8pm, I was told the flight will be further delay to 9.30pm, and finally the flight took off at midnight. From beginning to the end, Dragonair did not want to take any responsibility.  Service on board is pretty average, staff serviced a meal and never see them again. Hardly anyone cleaned the toilet I could see during the flight. ",A330,Solo Leisure,Economy Class,Hong Kong to Beijing,July 2015,3.0,2.0,2.0,1.0,2.0,,1.0,no
8098,Dragonair,3,Dragonair customer review,20th July 2015,False,"Return of the outward flight two weeks ago, and just as bad, very late arrival, poor beverage. It seems that this airline cannot fly on time. I checked everyday whether this plane has flown in the last two weeks and it has only been on time once! It was cheap so I guess I should expect it. They also seem to find it difficult to accredit one world miles.",A320,Family Leisure,Economy Class,Clark to Hong Kong,July 2015,2.0,2.0,1.0,2.0,,,5.0,no
8099,Dragonair,2,Dragonair customer review,18th July 2015,False,"This flight was one of the worst flights I have been on. An hour and 50 min flight was already really unbearable for me. Economy on this plane has absolutely no legroom (I'm 5""9) and seats were terribly designed. The cabin crew were rude and were not friendly. The food was, as usual for Cathay Pacific and Dragonair flights, had tiny portions and were awful, in fact this time it was even cold and soggy. I was on a school trip so I had no choice for an airline, however we did get our own check in counter which was good. Nevertheless, the AVOD IFE system was really good and there were a wide range of movies and TV series to choose from.",A321,Business,Economy Class,Hanoi to Hong Kong,November 2014,1.0,1.0,1.0,2.0,5.0,,1.0,no
8100,Dragonair,4,Dragonair customer review,9th July 2015,False,"This was a connecting flight to QR931, unfortunately it was 40 minutes late leaving. The boarding was total chaos, you cannot have a snake of passengers 400 metres long awaiting a bus that takes 40 minutes to load, when you start only 30 minutes before departure. If it had not been for ground staff at Clark and Qatar Airways staff we would have missed connection.",A321,Family Leisure,Business Class,HKG to CRK,June 2015,3.0,3.0,1.0,4.0,,,5.0,no
8101,Dragonair,8,Dragonair customer review,28th June 2015,False,"Check in is effective and quite fast. Crew onboard is also very effective. The biggest problem with Dragonair is the flight is delayed hence we got very late to Hong Kong. However Dragonair organized a pick up service at the gate and bring you directly to the gate for the next flight on time, but in most of the cases, the luggage will not come with you on time and may be delivered 1 day later at the final destination.",A320,Family Leisure,Economy Class,HAN to HKG,June 2015,3.0,4.0,3.0,4.0,,,4.0,yes
